Date,Open,High,Low,Close,Volume
6-Feb-13,167.00,167.45,163.95,165.70,72321
5-Feb-13,168.00,168.30,164.95,166.25,73755
4-Feb-13,175.25,175.25,168.30,168.45,66615
1-Feb-13,170.10,174.00,170.10,174.00,78112
31-Jan-13,172.20,172.75,170.00,170.05,80727
30-Jan-13,172.90,174.20,171.70,172.50,68121
29-Jan-13,174.25,175.35,172.30,172.70,45828
28-Jan-13,173.85,175.65,173.60,173.95,57810
25-Jan-13,170.10,173.45,169.55,172.75,77831
24-Jan-13,171.00,171.00,169.25,170.00,50350
23-Jan-13,169.55,170.85,168.45,170.35,46657
22-Jan-13,167.55,169.05,166.15,168.40,51466
21-Jan-13,168.00,168.00,165.75,167.90,21306
18-Jan-13,165.50,167.05,165.20,166.50,44118
17-Jan-13,166.25,166.50,164.45,165.25,71645
16-Jan-13,163.90,166.30,162.95,166.25,41866
15-Jan-13,165.00,165.60,162.80,164.30,44915
14-Jan-13,165.90,166.65,164.30,165.10,56418
11-Jan-13,160.75,164.60,159.55,164.60,54292
10-Jan-13,159.60,161.75,159.55,160.75,99786
9-Jan-13,162.00,162.15,158.65,159.20,115040
8-Jan-13,163.80,164.10,161.60,161.60,46511
7-Jan-13,166.10,166.45,163.75,164.00,46327
4-Jan-13,168.25,168.25,165.80,167.55,61725
3-Jan-13,168.55,169.20,166.50,167.65,45931
2-Jan-13,167.00,169.35,167.00,168.75,78055
28-Dec-12,162.00,163.95,162.00,162.75,44548
27-Dec-12,162.85,163.20,160.60,161.75,65927
21-Dec-12,159.65,163.15,159.00,162.75,132194
20-Dec-12,158.55,160.95,158.00,160.10,82241
19-Dec-12,160.50,160.75,159.40,159.80,77247
18-Dec-12,160.90,160.90,159.40,160.10,80774
17-Dec-12,160.00,161.00,159.50,160.35,63179
14-Dec-12,160.20,160.85,159.55,160.00,58857
13-Dec-12,159.80,160.50,158.75,160.25,63973
12-Dec-12,160.00,160.50,158.95,160.50,53821
11-Dec-12,157.95,160.00,157.05,159.65,64596
10-Dec-12,156.90,157.55,155.00,157.30,59887
7-Dec-12,155.80,156.90,155.20,156.90,78854
6-Dec-12,154.35,156.80,153.85,156.30,119016
5-Dec-12,156.00,156.00,152.70,152.85,88992
4-Dec-12,154.95,156.30,154.50,155.25,64091
3-Dec-12,157.50,157.50,155.05,155.30,87203
30-Nov-12,155.10,156.80,154.80,156.40,92203
29-Nov-12,153.80,156.25,153.50,155.05,97263
28-Nov-12,152.75,152.95,151.35,152.45,56943
27-Nov-12,151.35,153.00,150.70,153.00,58588
26-Nov-12,150.65,151.90,149.50,150.55,66908
23-Nov-12,151.00,151.15,149.25,150.85,32328
22-Nov-12,151.40,152.30,150.40,150.70,52285
21-Nov-12,149.00,151.25,148.00,151.25,98365
20-Nov-12,146.90,148.90,145.85,148.80,89340
19-Nov-12,141.25,146.90,141.25,146.80,78524
16-Nov-12,141.05,141.95,139.05,139.95,111820
15-Nov-12,141.25,142.65,141.15,141.20,40176
14-Nov-12,143.60,144.45,141.75,142.30,56423
13-Nov-12,143.75,144.45,142.25,143.80,68730
12-Nov-12,144.60,145.25,143.70,144.40,38879
9-Nov-12,144.50,145.05,142.05,144.50,94023
8-Nov-12,147.15,148.00,144.20,144.50,101896
7-Nov-12,148.60,149.60,146.30,146.90,102123
6-Nov-12,148.05,148.85,145.30,147.75,233958
5-Nov-12,153.00,153.35,151.65,152.35,62483
2-Nov-12,153.20,154.85,152.35,153.60,94350
1-Nov-12,150.45,153.55,150.00,153.55,110420
31-Oct-12,149.90,153.15,149.25,150.40,190034
30-Oct-12,145.70,149.90,145.50,149.85,123771
29-Oct-12,143.95,145.20,143.15,144.75,66847
26-Oct-12,142.95,145.10,142.45,144.50,92036
25-Oct-12,140.60,145.00,140.25,143.85,171303
24-Oct-12,135.20,140.95,133.80,140.35,205347
23-Oct-12,138.95,138.95,135.30,135.30,60123
22-Oct-12,138.90,139.70,137.15,137.85,93171
19-Oct-12,136.90,139.20,136.90,138.75,120449
18-Oct-12,135.45,137.65,134.85,137.05,95969
17-Oct-12,133.60,135.65,133.25,135.25,59065
16-Oct-12,133.10,134.05,131.60,133.55,61488
15-Oct-12,132.60,133.85,131.55,132.65,50041
12-Oct-12,134.70,135.70,133.05,133.05,51022
11-Oct-12,132.95,135.80,132.95,134.80,62319
10-Oct-12,134.25,134.90,133.05,133.40,85186
9-Oct-12,133.25,134.25,132.40,133.50,58093
8-Oct-12,133.95,134.40,132.25,132.80,82236
5-Oct-12,133.65,135.55,133.60,135.00,91466
4-Oct-12,132.15,133.95,131.50,133.50,55629
3-Oct-12,131.55,132.35,130.10,131.55,126377
2-Oct-12,130.30,132.40,129.70,132.40,76607
1-Oct-12,130.55,131.10,128.70,130.65,150074
28-Sep-12,131.90,131.90,129.55,130.20,123742
27-Sep-12,132.00,132.30,128.95,130.50,147847
26-Sep-12,134.80,135.70,130.60,130.95,88946
25-Sep-12,136.75,137.25,133.60,136.20,102774
24-Sep-12,136.60,137.65,136.20,137.15,101825
21-Sep-12,134.95,137.50,134.25,136.75,165915
20-Sep-12,133.75,134.90,132.65,134.25,79195
19-Sep-12,134.25,135.60,133.30,134.60,101259
18-Sep-12,136.05,136.05,133.30,133.60,78635
