Date,Open,High,Low,Close,Volume
1-Oct-12,77.42,78.85,77.40,78.22,7466
28-Sep-12,79.00,79.24,77.34,77.92,8969
27-Sep-12,78.00,78.60,77.96,78.40,18100
26-Sep-12,78.93,78.93,77.50,77.66,24334
25-Sep-12,78.86,79.76,78.81,78.81,17439
24-Sep-12,78.75,79.16,78.74,78.75,12581
21-Sep-12,79.85,80.28,79.00,79.22,23888
20-Sep-12,78.65,79.63,78.60,79.50,12017
19-Sep-12,79.32,79.55,78.74,79.05,12064
18-Sep-12,79.00,79.32,78.31,78.96,18226
17-Sep-12,78.78,79.50,78.78,79.05,22483
14-Sep-12,79.00,79.90,79.00,79.20,29210
13-Sep-12,78.30,78.81,77.70,78.81,28432
12-Sep-12,78.47,79.65,78.00,78.34,45928
11-Sep-12,77.20,78.46,77.12,78.25,20685
10-Sep-12,77.11,77.97,77.05,77.30,23786
7-Sep-12,76.45,77.61,76.45,77.15,30010
6-Sep-12,75.00,76.80,74.99,76.21,24919
5-Sep-12,74.71,75.68,74.33,74.57,7556
4-Sep-12,75.69,75.80,74.41,74.55,10118
3-Sep-12,74.89,75.69,74.89,75.55,9719
31-Aug-12,74.40,75.70,74.40,75.24,19578
30-Aug-12,74.55,75.18,74.35,74.55,17393
29-Aug-12,74.90,75.10,74.46,74.90,8036
28-Aug-12,74.80,75.60,74.80,74.90,8405
27-Aug-12,74.36,75.36,74.21,75.28,8225
24-Aug-12,74.05,74.70,73.70,74.45,8547
23-Aug-12,74.90,75.30,73.80,73.80,22490
22-Aug-12,75.20,75.21,74.35,74.50,11850
21-Aug-12,74.72,75.61,74.72,75.35,20642
20-Aug-12,74.56,75.49,74.45,74.90,18049
17-Aug-12,74.16,74.55,74.02,74.40,10758
16-Aug-12,74.10,74.15,73.47,74.02,6307
15-Aug-12,73.95,74.20,73.50,74.10,3827
14-Aug-12,73.80,74.66,73.75,74.00,11221
13-Aug-12,73.90,74.75,73.64,73.85,13272
10-Aug-12,73.75,74.40,73.40,73.90,32277
9-Aug-12,74.05,74.35,73.40,73.90,9619
8-Aug-12,73.50,74.12,73.45,73.95,9647
7-Aug-12,72.90,74.05,72.85,73.87,39211
6-Aug-12,72.35,73.66,72.06,72.80,22525
3-Aug-12,69.30,72.69,69.30,72.50,41158
2-Aug-12,69.25,70.70,67.92,68.35,24463
1-Aug-12,68.81,69.84,68.81,69.40,11378
31-Jul-12,69.35,69.56,68.43,68.90,7961
30-Jul-12,67.45,69.53,67.20,68.90,14958
27-Jul-12,66.79,67.80,65.97,67.71,13414
26-Jul-12,65.84,66.89,64.52,66.45,36201
25-Jul-12,66.50,68.47,66.50,68.00,10690
24-Jul-12,67.35,67.57,66.60,66.60,15239
23-Jul-12,68.00,68.45,66.92,67.40,14259
20-Jul-12,69.60,70.43,68.87,69.23,13206
19-Jul-12,69.27,70.30,69.25,69.98,10104
